company_index,description,business_tags,sector,category,niche,selected_labels,primary_label,confidence,source,method,timestamp,api_calls,reasoning,validation_type
3500,"TechiWhat is a reliable Science & Technology resource that provides information on satellite phones and internet access. Satellite phones, also known as sat-phones, are mobile phones that connect with other devices or the telecommunications network by radio instead of terrestrial mobile networks. They have the advantage of not being confined to areas serviced by cell towers, allowing them to be used in almost any geographic position on the planet's surface. The transportable equipment, also referred to as a terminal, comes in a variety of sizes and shapes. Satellite phone handsets were initially around the same size and weight as a mobile phone, but more contemporary models are about the same in size as a conventional phone. They are commonly used for expeditions into distant places where terrestrial cell and data services are poor or absent.","['Iridium Extreme 9575', 'Satellite Service', 'Text-to-speech Capabilities', 'Wifi Hotspots', 'GPS Receivers']",Services,Cable & Internet Providers,Satellite Telecommunications,['Technology Consulting'],Technology Consulting,MEDIUM,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:43:28.979486,2,"TechiWhat's core business is providing information resources on satellite phones and internet access, positioning it as a knowledge provider in satellite telecommunications. It doesn't install equipment (rejecting installation labels), develop software, or offer marketing/creative services. While not traditional consulting, 'Technology Consulting' is the closest fit as they offer specialized tech guidance and information dissemination. Revenue likely comes indirectly (ads, affiliates, subscripti",positive
3865,"Equielec S.A. is a company that represents world-renowned brands of quality products in the Ecuadorian territory. They specialize in the analysis and design of solutions for the electrical and mining industry, including the supply, installation, and start-up of electrical substations, as well as the design, assembly, and repotención of high and medium voltage electrical networks. They also offer electrical testing services for field equipment and have a technical department that provides spare parts supply, calibration, repair, and maintenance services for instrumentation equipment. Equieleco S.","['High Voltage Installations Analysis', 'Instrumentation Maintenance', 'SCADA Communications', 'Insulation Testing', 'Contact Resistance Testing', 'Grounding Measurements', 'Spare Parts Procurement', 'Repair & Calibration', 'Consultancy Services', 'Injection Testing']",Manufacturing,Heavy Construction Equipment,Construction Machinery Manufacturing,"['Testing and Inspection Services', 'Commercial Electrical Services']",Testing and Inspection Services,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:44:09.665991,2,"Equielec's core business revolves around specialized testing, analysis, and maintenance services for electrical systems in industrial/mining sectors. Their business tags (Insulation Testing, Contact Resistance Testing, Grounding Measurements, Injection Testing) and consultancy focus align directly with diagnostic services rather than construction or installation. While electrical services are relevant, the predominant revenue driver appears to be technical testing and validation.",positive
4899,"Jauda-koks LTD is a Latvian company that specializes in the production of impregnated wooden poles for telecommunication and power supply lines. They are one of the oldest impregnation companies in Eastern Europe and have been producing wooden poles since the 1960s. The company owns two manufacturing factories, Suntazi and Kandava, where smooth peeled wood poles are produced in accordance with international standards. Jauda Koks LTD has gained a reputation for outstanding quality and gained the trust of customers in Europe, the Middle East, and Africa due to their ability to deliver orders directly to customers. The manufacturing capacity of the company is 1,000 poles per year, with pole lengths ranging from 7 to 16 meters. They produce Tanalith E treated and creosoted poles, as well as creosote poles.","['Wood Impregnation Services', 'Wooden Poles for Telecommunication', 'Export Services', 'Water-based Wood Preservative']",Manufacturing,Wood Building Material Stores,Wood Preservation,"['Wood Preservation', 'Wood Product Manufacturing']",Wood Preservation,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:44:46.767899,2,"Jauda-koks specializes in impregnating wooden poles for utility infrastructure using preservatives, which is the core of their value proposition. They primarily get paid for extending wood lifespan through chemical treatment services and selling the treated poles. While they manufacture a wood product, preservation is their distinctive niche.",positive
5464,"Aplab, Pvt. Ltd. is a technology-driven professional company based in Kolkata, India. Established in 1962, the company is listed on the Bombay Stock Exchange and operates in various business sectors including Telecommunication, Information Technology, Retail Banking, Retail Fuel Dispensing, and Power Control & conditioning. Aplab offers a wide range of electronic products that meet international safety and reliability standards such as UL and VDE. With four independent product divisions, including Test and Measurement Equipments, Power Conversion and UPS Systems, and Self-Service Terminals for Banking and Petroleum Sector, Apllab is recognized worldwide for the quality of its products, business integrity, and innovative engineering skills. The company is certified for quality with ISO, ISO 1, and BS registration.","['Retail Banking', 'Technology-driven Professional Company', 'Test & Measurement Equipment', 'Electronics Manufacturer', 'Computer Telecommunications', 'UPS and Converters', 'Uninterruptible Power Supplies', 'Fuel Dispensing Retailer', 'Isolation Transformers', 'Power Control & Conditioning', 'Information Technology', 'Digital Ups for IT Driven Applications', 'Range Extenders', 'Self-service Terminals']",Manufacturing,Electronical Components Manufacturing,All Other Miscellaneous Electrical Equipment and Component Manufacturing,"['Electronics Manufacturer', 'Uninterruptible Power Supplies', 'Power Control & Conditioning', 'Test & Measurement Equipment']",Electronics Manufacturer,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:46:09.771803,2,"The company's core business involves designing and producing physical electronic products. Their primary revenue comes from manufacturing specialized equipment like UPS systems, power conditioning devices, test instruments, and transformers. Industry context confirms manufacturing focus. Service-oriented labels represent potential ancillary activities but not core revenue drivers.",positive
6482,"Resolute SIA is a company that specializes in retail services, telecommunications, mobile applications development, e-commerce software, business software, telecom software, access testing solutions, voice and SMS security, solutions for OTT services, interconnect services, space organization, and storage solutions.","['Mobile Voice and Message Security', 'Telecommunications Services', 'Space Organization', 'Telco Software', 'Business Software', 'Access Tests', 'Mobile Application Development', 'Interconnection Services', 'Interactive OTT Services', 'E-commerce Software', 'Storage Solutions']",Services,Cable & Internet Providers,Agents for Wireless Telecommunications Services,"['Telecommunications Services', 'Telco Software', 'Mobile Application Development', 'Mobile Voice and Message Security', 'Interconnection Services']",Telecommunications Services,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:46:54.257386,2,"The company's core business revolves around wireless telecommunications services (explicitly stated in their niche) and supporting software. They develop telecom-specific software (Telco Software), mobile apps for telecom functions, security solutions for voice/messaging, and interconnection services—all directly supporting telecommunications infrastructure. Other labels like software development or e-commerce are either too broad or secondary to their telecom focus.",positive
7091,"SOLCO GROUP LTD is a global company that specializes in the design and management of investments in fiber optic networks, data centers, and photovoltaic installations. They provide professional project management services to clients worldwide, delivering value for money by providing high-quality project management and utilizing experienced project managers to deliver projects on time, cost, and quality. Their client's projects range from strategic for large blue chip organizations to smaller one-off projects, and they have extensive experience in providing a total project management service for all types of building, construction, fiber optic, power, defense, photovovoltaics, oil and gas, and water projects.","['Data Center Design', 'Project Engineering Services', 'Photovoltaic Installations Design', 'Investment Project Management', 'Marketing Strategy Development', 'Data Centers', 'Fiber Optic Network Management', 'IT & Renewable Energy Project Management', 'Startup Development Services', 'Fiber Optic Network Construction', 'Design Services', 'Data Center Project Management']",Services,Construction Services,Power and Communication Line and Related Structures Construction,"['Fiber Optic Network Construction', 'Data Center Project Management', 'Project Management Services', 'Electric Line Construction']",Fiber Optic Network Construction,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:47:32.549253,2,"SOLCO's core business involves designing, constructing, and managing critical infrastructure projects. Their primary revenue comes from building fiber optic networks (explicitly stated) and managing data center projects, supported by their niche in 'Power and Communication Line Construction'. Project management is their service delivery method, while electric line construction aligns with photovoltaic installations. Other labels represent subsets or adjacent activities but aren't their main focu",positive
7205,"Costley Entertainment is a company that specializes in designing and operating FEC's across the United States. They offer a complete package for operations that are willing or interested in game rooms at large scales, including game room design and installation, financing, operation, management, and support, automated reporting, and arcade equipment buy/sell/trade. They also provide network infrastructure and installation services, as well as remote support. The company's approach is built to maximize arcade ROI, and they specialize in arcade data analytics, compiling and aggregating data based on regional information to produce a recommended game list. Costley Entertainment's reporting system supports comprehensive reporting of revenues, non-gameplay, trend reports, and more, and their reporting system natively integrates with all modern card systems.","['Network Infrastructure Installation', 'Entertainment Equipment Supplier', 'Digital Solutions Provider', 'Managed It Solutions', 'Statistical Consulting', 'Turn-key Solutions', 'On-site Support', 'Arcade Redemption Machines Manufacturer', 'Arcades and IT Services', 'Custom Modified Arcades', 'IT Solutions Provider', 'Digital Entertainment Solutions']",Services,Arcades & Amusement Parks,Amusement Arcades,"['Arcade Redemption Machines Manufacturer', 'Entertainment Equipment Supplier', 'Managed IT Solutions', 'Digital Entertainment Solutions', 'Arcades and IT Services']",Arcade Redemption Machines Manufacturer,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:48:20.368800,2,"Costley Entertainment's core business is designing and operating Family Entertainment Centers (FECs), with a heavy focus on game rooms. Their primary revenue comes from supplying and modifying arcade equipment. While they offer integrated IT solutions to support these operations, the core activity revolves around physical arcade machines. Tags directly tied to arcade manufacturing and equipment supply are paramount. IT service labels are secondary, representing essential support for their entert",positive
7395,"Longshibjb, also known as Longshibjpjb.com, is a company based in Dongguan County, China that specializes in providing medical furniture and related products. Their product services include tableware, textile clothing, hotel and restaurant supplies, box repair, printing and embroidery, photocopying, water products, bird feeders, wall paper cleaning, and telecommunications equipment. The company focuses on customer satisfaction and aims to meet the needs and expectations of their clients through research, tracking, and communication.","['Screen Repair Services Manufacturer', 'Telecommunications Equipment Supplier', 'Sewing Machines Manufacturer', 'Dental Chairs Manufacturer', 'Hospital Furniture Manufacturer', 'Air Purifiers Manufacturer', 'Water-based Products Manufacturer', 'Printing Uniforms Manufacturer', 'Medical Supplies Manufacturer', 'Casting Apparel Manufacturer', 'Wall Cleaning Equipment']",Manufacturing,Furniture Stores,Office Furniture (except Wood) Manufacturing,"['Hospital Furniture Manufacturer', 'Dental Chairs Manufacturer', 'Medical Supplies Manufacturer', 'Furniture Manufacturing']",Hospital Furniture Manufacturer,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:48:59.766496,2,"The company description explicitly states specialization in medical furniture. Business tags confirm Hospital Furniture, Dental Chairs, and Medical Supplies as core offerings. Industry context (Furniture Manufacturing, Office Furniture niche) aligns with physical product manufacturing. Other labels represent peripheral or unrelated activities not supported by primary business description.",positive
7422,"The company specializes in providing audio-visual automation, video surveillance, network structure cabling, and network cabling services to businesses and homeowners in the New England area. They are committed to delivering professional and precise installations and services to their clients.","['Video Surveillance Installation Services Provider', 'Structured Network Cabling Installation Services', 'Audio Visual Installation Services', 'Automation Solutions']",Services,"Alarms, Surveillance & Security Systems",Security Systems Services (except Locksmiths),"['Alarm Installation Services', 'Cable Installation Services', 'Commercial Communication Equipment Installation', 'Residential Communication Equipment Installation']",Alarm Installation Services,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:51:17.099966,2,"The company's main business is installing security and communication systems, with video surveillance as a core component under alarm services, supported by network cabling and AV automation for both commercial and residential clients. This aligns with their industry niche in Security Systems Services and business tags emphasizing installation.",positive
7549,"Vermont Directional Boring is an underground construction company that specializes in horizontal directional drilling, auger boring, and tunneling methods to install utility pipes for various industries such as electric, telecommunications, oil and gas, sewer, water, and irrigation. They offer services such as underground auger drilling, pilot tube guided boring, microtunneling, tunneling, pipe ramming, pipe jacking, concrete box jacking (jack & bore), rock drilling, and sliplining. Their mission is to provide safe, timely, and high-quality underground utility installation to their customers at a competitive price. They have decades of experience and attention to project detail, making them a reliable choice for directional drilling and boring projects. Directional drilling is environmentally friendly and reduces rehabilitation time, and Vermont Directional Drilling is a member of Naics.","['Underground Construction Services', 'Pipe Ramming Services', 'Rock Drilling', 'Directional Drilling Services', 'Pipe Jacking Services', 'Sliplining Services', 'Concrete Box Jacking Equipment', 'Tunneling Services']",Services,Construction Services,Water and Sewer Line and Related Structures Construction,"['Directional Drilling Services', 'Pipeline Construction Services', 'New Ground Pipeline Installation', 'Excavation Services']",Directional Drilling Services,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:52:00.733672,2,"The company's core value proposition is specialized underground construction using horizontal directional drilling, auger boring, and tunneling to install utility pipes. This directly aligns with Directional Drilling Services as the primary label. Pipeline Construction Services and New Ground Pipeline Installation are secondary as they explicitly describe installing utility pipes. Excavation Services is relevant because all methods involve subsurface excavation. Other labels (e.g., Well Drilling",positive
8253,"MAC Group is an international consulting organization that was founded in 2008 by a group of experienced recruitment professionals in New Jersey, USA. Originally focused on recruiting for companies such as Microsoft, Facebook, Amazon, Boeing, AT&T, and Nike, MAC Group has since expanded through acquisitions, mergers, and partnerships with various business lines. Today, the company serves multiple industries worldwide, including property, retail, oil and gas, aviation, automotive, banking and finance, consumer electronics, information technology, insurance, life sciences, manufacturing, media and entertainment, pharmaceuticals, software, telecommunications, transportation, and utilities. MAC Group operates through an international network, serving North America, Middle East, Asia, and Africa, and is recognized as one of the fastest growing and most respected consulting organizations in these regions. The company offers a comprehensive range of human resource and project management services and solutions, including data-driven recruitment and advertising solutions.","['Succession Planning Services', 'Workforce Strategy Services', 'Human Capital Consulting', 'Sustainability Strategy Services', 'HR Project Management Services', 'Recruitment Services for Hard-to-fill Roles', 'Methodical and Thorough Assessment Process', 'Permanent Hiring', 'Human Capital Solutions', 'Laser Hair Removal', 'Talent Acquisition Services', 'Executive Placement', 'Long-lasting Hair Removal', 'Executive Search Services', 'Data-driven Programmatic Recruitment Advertising Solution', 'Family Business Services', 'Laser Technology', 'Integrated PMO Methods', 'Consulting Services', 'Candidate Sourcing', 'Forensic Audits and Support Services']",Services,Employment Agencies & HR Consulting,Executive Search Services,"['Human Resources Services', 'Consulting Services', 'Management Consulting', 'Executive Search Services']",Human Resources Services,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:52:49.595444,2,"MAC Group's core business revolves around human capital solutions, explicitly centered on recruitment (especially executive search), talent acquisition, HR consulting, and workforce strategy. Their founding as recruitment professionals, niche classification in 'Executive Search Services', and dominant service tags (e.g., 'Recruitment Services', 'Executive Placement', 'Human Capital Consulting') confirm HR as the primary revenue driver. Consulting labels apply broadly to their advisory approach. ",positive
8313,"Lincheng County Programming Telecommunication Equipment Co., Ltd, also known as greeneggsandhamlet.com, is a computer equipment company located in Linzhi County, Linjiang County, China. Their business scope includes connectors, layout printing, ship accessories, leather processing, feed insects, tea, livestock farming equipment, stoneware and marble products, disinfection products, and calculators. The company is committed to creating differentiated products and services to promote industry upgradation and transformation within the computer equipment sector. They have a group of industry senior marketing and technical elite team members with market development, professional services, and R&D innovation capacity. The production equipment and manufacturing processes of the company exceed national standards, and they use company raw material procurement advantages and cost control benefits for better price-performance ratio of products. They directly cooperate with international and domestic producers of raw materials manufacturers to ensure all feedstock sources are from well-known chemical raw materials producing enterprises.","['Telecommunications Equipment', 'Livestock Equipment Manufacturer', 'Feeding Insects Manufacturer', 'Leather Goods Manufacturer', 'Green Tea Manufacturer', 'Disinfectants Manufacturer', 'Layout Printers Manufacturer', 'Ship Accessories Manufacturer', 'Computer Hardware Manufacturing', 'Connectors Manufacturer', 'Stone Edge Marble Products Manufacturer']",Manufacturing,Electronical Components Manufacturing,Electronic Connector Manufacturing,"['Electronic Connector Manufacturing', 'Telecommunications Equipment', 'Computer Hardware Manufacturing']",Electronic Connector Manufacturing,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:54:30.333265,2,"The company's industry context explicitly defines its niche as Electronic Connector Manufacturing, which aligns with core business tags and the telecommunication/computer hardware focus in its name. Telecommunications Equipment and Computer Hardware Manufacturing are directly related product categories. Unrelated tags (e.g., livestock, tea, marble) contradict the core electronic manufacturing focus and are likely erroneous or peripheral.",positive
8923,"Proy-Alta is a company formed by a group of retired engineers from CFE with over 30 years of experience in executing projects and constructing substations, aerial and underground lines, distribution networks, and electrical installations. Their mission is to ensure the perfect functioning and operation of electrical installations in high and low voltage, according to the specifications of the CFE and the official Mexican National Standard NOM. Their vision is to become leaders in the execution of projects and construction of substations and distribution networks. Proy-Alt is dedicated to the construction and development of electrical projects, primarily in high voltage, and offers basic and detailed engineering services for all types of electrical facilities, including high-voltage projects. They also provide preventive maintenance, logistics support, and other related services.","['Basic and Detailed Engineering Services', 'Preventive Maintenance', 'Substation Design', 'Logistical Support', 'Soils Resistivity Survey', 'Low Voltage Electrical Installations', 'Soil Mechanics', 'Distribution Networks Construction', 'Topographic Surveying', 'Air and Underground Lines']",Services,Construction Services,Power and Communication Line and Related Structures Construction,"['Electric Line Construction', 'Distribution Networks Construction', 'Substation Design', 'Engineering Services']",Electric Line Construction,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:55:12.322685,2,"Proy-Alta's core business revolves around constructing electrical infrastructure. The company description emphasizes experience in 'constructing substations, aerial and underground lines, distribution networks,' aligning with power transmission. Business tags like 'Distribution Networks Construction' and 'Substation Design' are directly stated services, while 'Engineering Services' supports their design capabilities. Other labels are either subsets (e.g., Low Voltage Installations) or unrelated ",positive
9055,"Nanjing Henxin Digital Technology Co., Ltd is a Chinese company that specializes in computer networking and automatic identification system integration. They offer a range of products including small station, server, PC machines, printers, barcode auto-identification equipment, and related office supplies, as well as sales of communication technology products with integrated network devices. Their products include label printers, carbon belts, scanning equipment, computers, wristband printers, and heat transfer printing. They also offer Zebra EM220 RF RFID tags and American Ellie synthetic paper PCB-embedded label Sato hot transfer wristband.","['Office & Supplies', 'Barcode-enabled Auto-identification', 'Thermal Transfer Printing', 'Server Systems', 'Printed Wristbands', 'Scanning Equipment', 'Comprehensive Training Programs', 'Integrated Network Devices', 'Computer Systems Integration', 'Carbon Fiber Belts', 'Small Stations', 'PC Machines', 'Talent Recruitment', 'Communication Products', 'Hokkaido L520 SATO CZ408 Zebra HC100']",Manufacturing,Electronical Components Retailer,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,"['Computer Systems Integration', 'Integrated Network Devices', 'Training Services']",Computer Systems Integration,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:56:35.385742,2,"The company's core business involves integrating hardware/software systems (networking, auto-ID, servers) for clients. 'Computer Systems Integration' directly matches their primary value proposition. 'Integrated Network Devices' represents their tangible product offerings. 'Training Services' is included as they explicitly offer comprehensive training programs.",positive
9307,"CT Marble Mining is a Turkish company that specializes in the production and sale of natural marble, travertine, onyx, and granite. They offer a variety of natural stone and travertines in blocks and slabs, as well as mineral and mineral chemicals for industrial use. The company was founded in Ankara by a mining engineer with 12 years of experience in the natural stone sector. CT Marble Mining has a communication network that allows them to provide a wide range of blocks and plaques to customers across Turkey.","['Marble and Travertine Products', 'Flotation Chemicals', 'Mining and Quarrying', 'Environmental Regulation Services', 'Communication Networks', 'Industrial Services', 'Decoration And Landscaping']",Manufacturing,"Minerals, Earths & Ores",Other Crushed and Broken Stone Mining and Quarrying,"['Other Crushed and Broken Stone Mining and Quarrying', 'Mining and Quarrying', 'Stone and Marble Services', 'Minerals, Earths & Ores', 'Industrial Services']",Other Crushed and Broken Stone Mining and Quarrying,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:57:18.330407,2,"The company's core business involves extracting and processing natural stone (marble, travertine, onyx, granite) from quarries, as directly stated in their description and aligned with their industry niche. While they offer related services, their primary revenue comes from mining and selling quarried stone products.",positive
374,"Shanghai Ruicheng Intelligent Electronic Technology Co., Ltd. is a Chinese company that specializes in the production of electronic products such as electronic fences, parking lot barriers, and high-speed golf machines. They offer a new generation of video cameras called Web Camera, which combines traditional video cameras with network technology. The company also provides home automation services, including the ability to control all devices in a home with a single remote controller. They also offer a combination of traditional and modern security systems, including electronic fences and alarm systems, to enhance the safety and convenience of their customers. Additionally, the company provides solutions for the installation of traffic barriers to prevent the impact of traffic accidents.","['Design & Installation', 'Security And Cameras', 'Visitor Intercom Systems', 'Design/construction/maintenance of Electronic Fence Panels/parking Gates', 'Design, Construction, Maintenance of Parking Gates', 'High-speed Carts', 'Access Series', 'Video Conferencing Services', 'Design And Construction', 'Intelligent Engineering Solutions', 'Sensors & Openers', 'Access Control Systems', '200ft Fiber-optic Mini Golf HD-S', 'Turnstiles & Gates', 'Security Alarms & Cctv', 'Design of Small Area Electromechanical Panels', 'Door Automation', 'Design Services', 'CCTV Installation and Maintenance', 'Design And Consultation', 'Metal Fiber Optic Mini-golfers', 'Installation And Commissioning', 'Security Systems Installation and Maintenance']",Manufacturing,Electronics Stores,Other Communications Equipment Manufacturing,"['Electronic Fence Panels', 'Parking Gates', 'Access Control Systems', 'Design & Installation', 'Security Systems Installation and Maintenance']",Electronic Fence Panels,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:58:01.411324,2,"The company's core business is manufacturing physical security and access control hardware, explicitly stating production of electronic fences and parking barriers. While installation/services appear, they support their own product ecosystem. Labels like Electronic Fence Panels and Parking Gates represent their primary manufactured goods. Access Control Systems integrates their offerings. Design & Installation and Security Systems Installation cover their value-added services for these products.",positive
1447,"TechStroyPolymer+ Ltd. is a company based in Moscow that specializes in the production and sale of high-quality HDPE pipes made of polyethylene PE 100 according to GOST and GOST R standards. Their equipment enables the production of pipelines for water supply and gas delivery with a diameter of up to 1,200 mm. They offer PE100 polyethyleni pipes for water and gas supply with a dimension of 20-1,200mm, all types of fittings, welding equipment for polyethylylene pipes, and auxiliary equipment for pipe assembly. TechStroyPolimer+ Ltd.'s customers include installation organizations providing services for the construction and repair of engineering networks, general civil objects, utilities companies, and retail buyers who seek technical support for their projects.","['Corrugated Pipe', 'External Oil and Gas Pipes Supplier', 'Pvc Pipes & Fittings', 'Design and Repair of Engineering Networks', 'PE-P100 Polyethylene Pipe Production Lines Manufacturer', 'Pipe Sales', 'Technical Support for Individual Houses', 'Drainage System', 'Manufacturer of Engineered Water Pipelines', 'Pipe Couplings', 'Pipe Assembly Services', 'Casting Pipes']",Manufacturing,"Pipes, Tubes, Fittings & Valves",Plastics Pipe and Pipe Fitting Manufacturing,['Plastic Manufacturing'],Plastic Manufacturing,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:59:02.419731,2,"The company's core business is manufacturing HDPE pipes (polyethylene PE 100), explicitly stated in their description and business tags. They produce pipes for engineering water pipelines, drainage, and oil/gas, aligning directly with plastic pipe manufacturing. While they offer assembly services and technical support, these are secondary to their primary role as a manufacturer.",positive
1843,"Aars | Wells is a Dallas-based creative communications firm that specializes in helping businesses improve their marketing performance. Established in 2002 as a two-man operation, the company has grown to work with over 300 clients and has completed more than 2,500 branding, advertising, design, and digital marketing projects. They have received more than 75 awards for creative excellence from local, national, and international organizations. Aars | Well's success is attributed to their innovative approach and commitment to assisting clients in navigating the ever-changing world of marketing communications. With a team of experienced professionals from diverse backgrounds in business, marketing/advertising, technology, and design, as well as a network of industry resources, they offer a wide range of services to meet the needs of today's marketers.","['Advertising Services', 'Digital Marketing Services', 'Video Production Services', 'Strategic Consulting', 'Graphic Design Services', 'Customized Strategies and Creative Executions', 'Branding Services', 'Full-service Creative Agency', 'Design Services', 'Creative Communications Studio', 'Integrated Marketing Campaigns', 'Brand Development Services']",Services,Digital & Marketing Agencies,Advertising Agencies,"['Advertising Services', 'Digital Marketing Services', 'Branding Services', 'Full-service Creative Agency', 'Creative Communications Studio']",Advertising Services,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T22:59:39.565479,2,"The company is explicitly categorized in the Advertising Agencies niche and lists Advertising Services as a core offering. Business tags and description emphasize integrated marketing campaigns and creative executions, aligning with advertising core activities. While digital marketing and branding are key components, advertising encompasses their primary value proposition of driving marketing performance for clients.",positive
1920,"Dufaco ICT is a Dutch company that provides business internet services to small and medium-sized businesses in the Netherlands. They offer a variety of internet connections, including cable, copper, and fiber optic connections, and handle the entire installation process, including setting up routers and other accessories. Customers can easily find the best deals on business internet connections in their region using the company's website, which provides a comprehensive overview of all available options.","['Installation Services', 'Telecommunications Services', 'Router Accessories', 'Business Internet Connection Management', 'Fiber Optic Connections']",Services,Cable & Internet Providers,Wired Telecommunications Carriers,"['Business Internet Connection Management', 'Telecommunications Services', 'Fiber Optic Connections']",Business Internet Connection Management,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T23:00:17.333539,2,"Dufaco ICT's core business is providing managed internet connectivity solutions to businesses. While installation services and equipment are involved, these support the primary value proposition of ongoing internet connection management for SMEs. The company description explicitly emphasizes 'business internet services' and 'connection management' as central offerings.",positive
2371,"P.R.M Energia Solar is a Brazilian company that specializes in the installation of photovoltaic systems. With over 15 years of experience in residential and commercial communication, the company has expanded its services to include solar energy projects throughout Brazil. P.R., M Energía Solar has a team of specialized professionals to ensure quality service, development, and execution of photovegulation projects. The company offers services for rural properties and transforms rural properties into large solar power plants.","['Solarium Batteries', 'System Installation and Homologation', 'Renewable Energy Solutions', 'System Simulation', 'Solar Generation', 'Photovoltaic Systems Installation', 'System Optimization', 'Renewable Energy Services']",Wholesale,Solar Energy Company,Solar Electric Power Generation,"['Photovoltaic Systems Installation', 'Renewable Energy Solutions', 'System Installation and Homologation']",Photovoltaic Systems Installation,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T23:00:58.075974,2,"The company's core business revolves around installing solar energy systems, explicitly stated in their description and business tags. While they offer related services, their primary revenue comes from physically installing photovoltaic systems for residential/commercial clients. Other labels represent adjacent activities but not their main value proposition.",positive
2569,"The company is a sales, marketing, and installation company specializing in low-voltage products. It is the largest in Middle Tennessee and offers services for residential, new home, and commercial properties. Their services include structured wiring, networking security systems, home theaters, whole home audio, home automation, central vacuum systems, custom audio and video, corporate board rooms, training rooms, lighting, window shade controls, access control, gate systems, CCTV cameras, fire protection, inspection, service, and monitoring.","['Monitored Security Systems', 'Home Automation', 'Home Theater and Whole House Audio', 'CCTV and IP Cameras', 'Structured Wiring Networks', 'Gate Access Control Systems', 'Corporate Training and Board Room Systems', 'Fire Prevention and Inspection Services', 'Custom Audio and Video Solutions', 'Vacuum Systems', 'Lighting and Window Shade Control']",Services,"Alarms, Surveillance & Security Systems",Security Guards and Patrol Services,"['Alarm Installation Services', 'Fire Protection System Services', 'Commercial Communication Equipment Installation', 'Residential Communication Equipment Installation', 'Cable Installation Services']",Alarm Installation Services,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T23:02:51.342076,2,"The company specializes in low-voltage installations, with core activities centered on security, fire prevention, and communication systems. Business tags like 'Monitored Security Systems', 'CCTV and IP Cameras', and 'Fire Prevention and Inspection Services' directly align with alarm and fire protection installations. Communication equipment and cable installations support these systems, while other labels represent unrelated trades.",positive
3271,"Supercomputers (Supercom) is a company that specializes in the development and sale of computer hardware and software products. They offer a wide range of supercomputers, including very large scale integrated circuits, which are known for their power efficiency, reliability, and cost-effectiveness. Their products are designed to meet the needs of various industries such as aerospace, automotive, medical, military, and telecommunications. Supercom is committed to providing high-quality products and services to their customers and has a strong focus on customer satisfaction. They have a team of experienced professionals who are dedicated to ensuring the success of their clients' projects. The company is based in India and has been in operation since 1999.","['Computer Keyboards', 'Computer Components', 'Laptop Computers', 'Computer Printers', 'Computer Headsets', 'Computer Memory', 'Computer Sales', 'Computer Motherboards', 'Computer Cables', 'Computer Peripherals', 'Computer Monitors', 'Computer Software', 'Audio Speakers', 'Computers And Networking', 'Computer Mice', 'Computer Hardware Manufacturing', 'High-performance Computers', 'Large-scale Integrated Circuits']",Manufacturing,Electronical Components Retailer,Electronic Computer Manufacturing,"['High-performance Computers', 'Computer Hardware Manufacturing', 'Large-scale Integrated Circuits', 'Computer Sales']",High-performance Computers,HIGH,deepseek_balanced_500_batch_4,hierarchical_deepseek,2025-06-23T23:03:30.548150,2,"The company's core value proposition is developing and selling supercomputers, explicitly stated in the description. Business tags and niche (Electronic Computer Manufacturing) confirm hardware-centric operations. While they offer peripherals/software, these support the primary supercomputer business. Service labels are secondary capabilities, not the main revenue driver.",positive
